User_ID,Policy_Cancelled_Post_Purchase,Policy_Start_Year,Policy_Start_Week,Policy_Start_Day,Grace_Period_Extensions,Previous_Policy_Duration_Months,Adult_Dependents,Child_Dependents,Infant_Dependents,Region_Code,Existing_Policyholder,Previous_Claims_Filed,Years_Without_Claims,Policy_Amendments_Count,Broker_ID,Employer_ID,Underwriting_Processing_Days,Vehicles_on_Policy,Custom_Riders_Requested,Broker_Agency_Type,Deductible_Tier,Acquisition_Channel,Payment_Schedule,Employment_Status,Estimated_Annual_Income,Days_Since_Quote,Policy_Start_Month,Purchased_Coverage_Bundle
USR_005401,0,2017,17,25,0,4,2,0.0,0,SWE,0,0,0,0,8.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,40555.74,120,August,2
USR_005402,0,2017,32,7,1,3,2,0.0,0,OMN,0,0,0,0,26.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,76358.82,49,December,2
USR_005403,1,2016,49,1,0,3,2,0.0,0,IRL,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,21318.63,2,April,2
USR_005404,0,2015,39,21,1,1,1,0.0,0,PRT,0,0,0,1,20.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Self_Employed,17317.64,61,January,2
USR_005405,0,2015,43,18,2,2,1,0.0,0,BEL,0,0,0,0,7.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,31731.66,0,February,2
USR_005406,1,2016,23,4,1,1,2,0.0,0,CHN,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,51519.65,56,October,4
USR_005407,1,2017,4,26,1,3,2,0.0,0,CHN,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,19763.16,27,May,2
USR_005408,1,2017,3,20,2,2,2,0.0,0,LUX,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34815.84,125,May,4
USR_005409,0,2016,24,8,0,3,3,0.0,0,SWE,0,0,0,0,8.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,53769.33,18,October,4
USR_005410,0,2017,22,29,3,6,2,0.0,0,BEL,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,43313.06,152,September,3
USR_005411,1,2017,20,18,1,3,2,0.0,0,CHE,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,50377.12,53,September,2
USR_005412,1,2016,25,16,0,3,1,0.0,0,NOR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,40256.28,65,October,2
USR_005413,1,2017,18,4,0,3,2,0.0,0,PRT,0,0,0,0,151.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Annual_Upfront,Employed_FullTime,40205.18,160,September,2
USR_005414,1,2016,21,20,0,1,2,0.0,0,ITA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,59457.38,0,September,4
USR_005415,0,2015,31,30,1,3,2,2.0,0,ESP,0,0,0,1,250.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,75114.07,12,November,6
USR_005416,0,2016,8,20,2,1,2,0.0,0,DEU,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,26593.73,28,June,2
USR_005417,0,2016,23,29,2,0,1,0.0,0,GBR,0,0,0,1,306.0,,0,1,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,13956.82,0,September,2
USR_005418,0,2017,23,7,4,9,2,0.0,0,GBR,0,0,0,1,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,47653.36,200,October,3
USR_005419,0,2016,24,8,0,4,1,0.0,0,USA,0,0,0,0,157.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,40501.58,23,October,2
USR_005420,0,2015,33,15,2,5,2,1.0,0,PRT,0,0,0,0,67.0,,0,1,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,49388.76,101,December,2
USR_005421,0,2017,34,20,2,5,2,0.0,0,FRA,0,0,0,2,98.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Self_Employed,46523.65,121,December,2
USR_005422,0,2016,29,13,0,3,3,0.0,0,DEU,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,51152.51,118,November,4
USR_005423,0,2015,35,27,2,5,2,0.0,0,GBR,0,0,0,1,243.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Contractor,22264.04,140,December,2
USR_005424,0,2016,31,29,0,1,2,0.0,0,PRT,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,45043.48,0,November,2
USR_005425,0,2016,28,3,2,3,1,0.0,0,DNK,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37962.84,80,November,2
USR_005426,1,2017,29,21,3,7,2,0.0,0,PRT,0,0,0,0,242.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,69857.32,117,November,3
USR_005427,0,2017,17,28,0,1,1,0.0,0,FIN,0,0,0,1,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,54895.03,0,August,2
USR_005428,0,2016,23,3,0,2,2,0.0,0,PRT,0,0,0,1,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,41764.95,137,October,2
USR_005429,0,2016,36,28,2,0,2,0.0,0,ITA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,27619.91,0,December,2
USR_005430,1,2017,30,25,2,6,2,0.0,0,IRL,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,60288.4,192,November,2
USR_005431,1,2017,22,30,0,3,2,0.0,0,FRA,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,46054.25,209,September,2
USR_005432,0,2017,24,13,2,5,2,1.0,0,GBR,0,0,0,1,240.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,98845.39,89,October,5
USR_005433,0,2016,50,7,0,4,2,0.0,0,ESP,0,0,0,1,,,0,1,0,National_Corporate,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,13031.77,62,April,2
USR_005434,0,2017,23,4,2,1,2,0.0,0,FRA,0,0,0,0,14.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,48201.49,27,October,2
USR_005435,0,2017,27,5,0,4,1,0.0,0,DEU,0,0,0,1,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,27965.55,256,November,2
USR_005436,1,2016,24,7,0,2,1,0.0,0,CN,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,52312.74,80,October,3
USR_005437,1,2016,41,8,2,2,2,2.0,0,ESP,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,67728.16,104,February,7
USR_005438,1,2017,16,16,2,1,2,0.0,0,PRT,0,0,0,0,58.0,,46,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Annual_Upfront,Employed_FullTime,32454.85,161,August,2
USR_005439,0,2017,17,28,1,2,2,0.0,1,FRA,0,0,0,3,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,45149.59,27,August,4
USR_005440,0,2016,9,27,0,1,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,23632.13,19,June,3
USR_005441,1,2016,24,11,4,6,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34751.52,136,October,2
USR_005442,0,2017,33,15,0,3,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,52998.91,33,December,2
USR_005443,1,2017,5,4,2,5,2,0.0,0,ITA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,24038.01,34,June,2
USR_005444,0,2016,25,12,2,1,2,0.0,0,IRL,0,0,0,0,42.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,27733.78,53,October,4
USR_005445,1,2017,20,17,0,4,2,2.0,0,GBR,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37335.87,92,September,6
USR_005446,0,2017,8,25,1,1,2,0.0,0,ESP,0,0,0,1,250.0,,0,1,1,National_Corporate,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,27784.32,28,June,4
USR_005447,0,2016,35,21,4,6,2,0.0,0,DEU,0,0,0,0,16.0,,0,0,1,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,21837.78,176,December,2
USR_005448,0,2016,30,19,2,5,2,0.0,0,GBR,0,0,0,0,26.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,29809.47,145,November,2
USR_005449,0,2016,44,24,1,1,2,0.0,0,BRA,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,20884.93,23,February,2
USR_005450,1,2016,38,16,1,2,2,1.0,0,ITA,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,58741.27,129,January,2
USR_005451,0,2016,25,15,0,3,2,0.0,0,AGO,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44171.95,7,October,2
USR_005452,0,2016,6,6,2,1,2,0.0,0,PRT,0,0,0,0,,,0,1,0,National_Corporate,,Affiliate_Group,Monthly_EFT,Self_Employed,28953.31,58,June,4
USR_005453,0,2016,2,5,0,2,1,0.0,0,,0,0,1,0,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,15685.45,13,May,2
USR_005454,0,2017,29,18,2,5,2,0.0,0,ZAF,0,0,0,2,240.0,,0,0,1,National_Corporate,Tier_4_Zero_Ded,,Monthly_EFT,Employed_FullTime,3384.49,62,November,4
USR_005455,0,2016,18,30,2,3,2,0.0,0,DEU,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,31958.17,112,August,2
USR_005456,0,2017,28,11,0,1,1,0.0,0,PRT,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,43311.77,17,November,2
USR_005457,0,2017,22,2,0,2,2,0.0,0,FRA,0,0,0,0,,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,45123.01,123,October,2
USR_005458,1,2016,27,27,1,1,2,0.0,0,ISR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34445.52,109,October,2
USR_005459,0,2017,19,10,0,0,1,0.0,0,PRT,0,0,0,0,14.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,0.0,3,September,1
USR_005460,0,2016,46,12,2,2,1,0.0,0,IND,0,0,0,2,14.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,30016.62,46,March,2
USR_005461,0,2016,6,3,0,3,2,1.0,0,FRA,0,0,0,0,7.0,,0,0,2,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,19852.1,27,June,2
USR_005462,1,2017,29,21,2,5,2,0.0,0,GBR,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,79103.71,97,November,3
USR_005463,0,2015,38,17,0,1,2,0.0,0,RUS,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Contractor,30028.95,39,January,2
USR_005464,1,2016,34,17,2,6,3,0.0,0,FRA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,46327.31,138,December,4
USR_005465,0,2016,23,29,2,5,1,2.0,0,GBR,0,0,0,1,243.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Contractor,23136.14,126,September,2
USR_005466,1,2016,27,1,2,3,3,0.0,0,GBR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,47499.86,39,November,4
USR_005467,0,2017,9,28,0,3,2,0.0,0,IRL,0,0,0,0,22.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,30529.75,45,June,2
USR_005468,0,2017,17,29,1,1,3,0.0,0,AGO,0,0,0,2,,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,46151.49,9,August,4
USR_005469,0,2016,24,6,1,1,1,0.0,0,AUT,0,0,0,1,6.0,,0,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Self_Employed,35025.59,243,October,2
USR_005470,1,2016,31,24,4,5,2,1.0,0,GBR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,43259.7,136,November,2
USR_005471,0,2017,11,16,0,3,2,0.0,0,ESP,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,25296.31,9,July,4
USR_005472,0,2016,27,27,3,7,2,0.0,0,GBR,0,0,0,0,40.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,29247.23,236,October,4
USR_005473,1,2017,23,7,0,3,2,0.0,0,IND,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,50923.57,28,October,2
USR_005474,0,2017,27,3,4,10,2,0.0,0,GBR,0,0,0,0,243.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Contractor,35878.2,254,November,2
USR_005475,0,2015,35,29,2,3,2,0.0,0,ITA,0,0,0,0,250.0,,0,0,1,National_Corporate,Tier_2_Mid_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,45522.78,41,December,2
USR_005476,0,2016,32,6,2,5,3,0.0,0,DNK,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,45252.35,110,December,4
USR_005477,0,2017,21,24,0,1,1,0.0,0,PRT,1,0,1,0,146.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Unemployed,18117.6,28,September,2
USR_005478,0,2017,22,30,0,2,2,0.0,0,ARG,0,0,0,0,468.0,,0,1,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,32915.4,31,September,3
USR_005479,0,2016,30,21,0,1,2,0.0,0,USA,0,0,0,6,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,91308.09,103,November,3
USR_005480,0,2017,32,10,1,3,2,0.0,0,ISR,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,66017.43,28,December,2
USR_005481,0,2016,33,8,1,2,2,0.0,0,DEU,0,0,0,1,16.0,,0,0,0,Urban_Boutique,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,37607.39,225,December,2
USR_005482,0,2017,34,20,2,2,3,0.0,0,GBR,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,73053.4,115,December,4
USR_005483,0,2015,31,31,2,7,2,1.0,0,PRT,0,0,0,0,15.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,27350.73,71,November,2
USR_005484,0,2016,46,6,2,0,2,1.0,0,RUS,0,0,0,0,2.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,52169.57,34,March,2
USR_005485,0,2017,26,28,0,3,1,0.0,0,PRT,0,0,0,0,,525.0,0,0,0,National_Corporate,Tier_1_High_Ded,Corporate_Partner,Monthly_EFT,Self_Employed,40529.54,85,October,2
USR_005486,0,2016,41,2,2,2,2,0.0,0,GBR,0,0,0,1,243.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,16510.85,163,February,2
USR_005487,0,2016,27,27,1,1,2,0.0,0,LTU,0,0,0,1,242.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,39832.56,38,October,2
USR_005488,0,2016,41,7,0,2,2,0.0,0,PRT,0,0,0,0,,,0,0,1,National_Corporate,Tier_1_High_Ded,,Monthly_EFT,Employed_FullTime,0.0,173,February,2
USR_005489,1,2016,42,11,0,5,2,0.0,0,PRT,0,0,0,2,,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,67476.48,103,February,7
USR_005490,0,2016,10,2,0,1,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,34503.78,12,July,2
USR_005491,0,2015,41,4,2,1,2,0.0,0,GBR,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Contractor,30321.38,24,February,2
USR_005492,1,2017,10,6,1,5,2,0.0,0,PRT,0,0,0,0,7.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,18761.02,80,July,2
USR_005493,0,2015,49,4,2,2,2,0.0,0,ESP,0,0,0,0,240.0,,0,0,2,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,12079.09,114,April,2
USR_005494,1,2017,2,9,1,2,2,0.0,0,PRT,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,20792.94,56,May,2
USR_005495,0,2016,44,23,2,1,2,0.0,0,GBR,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,40195.66,299,February,4
USR_005496,0,2017,9,2,0,1,2,0.0,0,ITA,0,0,0,1,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,76246.99,8,July,7
USR_005497,0,2016,35,24,0,2,2,0.0,0,DEU,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37318.64,0,December,2
USR_005498,0,2017,1,2,1,3,2,0.0,0,BEL,0,0,0,1,250.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,39564.76,149,May,1
USR_005499,0,2016,9,26,0,2,2,0.0,0,FRA,0,0,0,0,28.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,26362.45,25,June,2
USR_005500,0,2017,21,21,2,2,2,2.0,0,PRT,0,0,0,0,240.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,40627.74,7,September,1
USR_005501,0,2017,10,6,1,3,2,0.0,0,GBR,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,21929.07,22,July,2
USR_005502,1,2017,30,24,1,1,1,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44459.84,65,November,2
USR_005503,0,2017,22,3,2,1,2,0.0,0,DEU,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,44676.0,49,October,2
USR_005504,1,2016,5,28,6,17,1,0.0,0,AGO,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,26066.89,0,May,2
USR_005505,0,2016,31,26,0,2,2,2.0,0,FRA,0,0,0,0,,,0,1,2,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Self_Employed,55409.18,73,November,3
USR_005506,0,2017,10,9,1,3,2,0.0,0,KOR,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,28310.8,42,July,2
USR_005507,0,2015,45,1,2,3,2,0.0,0,GBR,0,0,0,0,156.0,,0,0,0,National_Corporate,Tier_2_Mid_Ded,Local_Broker,Monthly_EFT,Contractor,17208.18,83,March,4
USR_005508,0,2017,28,14,1,2,2,1.0,0,ITA,0,0,0,0,9.0,,0,0,4,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37969.24,206,November,2
USR_005509,1,2016,18,28,2,3,2,0.0,0,GRC,0,0,0,1,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,43988.05,34,August,0
USR_005510,0,2017,24,12,1,1,1,0.0,0,BEL,0,0,0,0,,,0,0,1,National_Corporate,Tier_1_High_Ded,,Monthly_EFT,Employed_FullTime,1482.26,0,October,2
USR_005511,0,2015,38,14,1,3,2,0.0,0,ESP,0,0,0,0,7.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,26936.37,36,January,4
USR_005512,0,2015,37,12,2,2,2,0.0,0,FRA,0,0,0,0,15.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,14505.44,252,January,2
USR_005513,0,2016,13,24,0,3,2,0.0,0,ESP,0,0,0,1,387.0,,0,0,0,National_Corporate,,Local_Broker,Monthly_EFT,Self_Employed,14956.7,111,July,2
USR_005514,0,2015,53,30,0,4,2,0.0,0,PRT,0,0,0,0,308.0,,122,0,0,National_Corporate,,Affiliate_Group,Monthly_EFT,Self_Employed,51867.48,171,April,2
USR_005515,1,2015,34,22,0,1,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Self_Employed,29346.1,121,December,2
USR_005516,0,2017,16,16,2,1,2,0.0,0,GBR,0,0,0,1,9.0,,0,0,1,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,38981.14,29,August,2
USR_005517,0,2015,27,4,2,2,1,0.0,0,PRT,0,0,0,0,1.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Affiliate_Group,Monthly_EFT,Self_Employed,19530.02,234,November,2
USR_005518,1,2017,10,11,2,1,2,0.0,0,USA,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,41604.02,28,July,4
USR_005519,0,2016,23,1,0,1,2,0.0,0,PRT,0,0,0,0,,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,28100.74,16,October,4
USR_005520,1,2016,5,27,0,2,2,0.0,0,BEL,0,0,0,0,9.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,26292.62,5,May,2
USR_005521,0,2015,42,16,0,2,2,0.0,0,USA,0,0,0,0,241.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,37162.5,115,February,7
USR_005522,0,2016,14,30,0,1,2,0.0,0,TUR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,30577.4,0,July,2
USR_005523,1,2017,17,28,0,2,2,0.0,0,PRT,0,0,0,0,240.0,,0,0,1,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,29359.32,4,August,2
USR_005524,0,2016,33,8,1,2,2,1.0,0,ESP,0,0,0,0,14.0,,0,0,1,Urban_Boutique,Tier_1_High_Ded,Direct_Website,Monthly_EFT,Employed_FullTime,38453.16,117,December,2
USR_005525,0,2016,3,12,0,1,1,0.0,0,PRT,1,0,0,0,314.0,,0,0,0,National_Corporate,Tier_1_High_Ded,Local_Broker,Monthly_EFT,Employed_FullTime,8251.67,1,May,2
USR_005526,0,2017,13,31,0,2,2,0.0,0,PRT,0,0,0,0,9.0,,0,0,2,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,42649.7,2,July,2
USR_005527,0,2016,38,13,0,5,2,0.0,0,ITA,0,0,0,0,240.0,,0,0,3,National_Corporate,Tier_1_High_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,30058.07,265,January,2
USR_005528,1,2016,32,4,0,2,2,0.0,0,GBR,0,0,0,0,9.0,,0,0,0,Urban_Boutique,Tier_4_Zero_Ded,Aggregator_Site,Monthly_EFT,Employed_FullTime,30501.16,160,December,2
